ABN	Charity Name
61723727604	Flexi Queensland Limited
71720441862	The Trustee For Tamborine Mountain Rainforest Public Fund
72501506513	Canberra Montessori School Parents and Friends' Association Incorporated
75776846592	Minmi Public School Parents and Citizens Association
86110837036	Paws N Hooves Inc
88471347310	Australian Decorative And Fine Arts Society Bowral And District Inc
20376223461	Our Ladys School Wangaratta
23620849894	School Of The Air P&C Association
28461089853	THE AUSTRALIAN FREE REFORMED COMMUNITY ARCHIVE AND COLLECTION INC
30719429216	The Corporation Of The Synod Of The Diocese Of Brisbane
32730837092	Somersby Parents And Citizens Association
40578167734	Burrabadine Christian Community School Incorporated
43064003680	Caloundra Lapidary Club Inc
43105192649	Oasis Community Services Limited
54998776206	Taster Property Incorporated
60138155741	Forrestfield Primary School Parents And Citizens Association Inc
67499690395	Morphett Vale Baptist Church Community Services Inc
74607243620	Agosci Inc
76566223684	U3A Yarra Ranges Incorporated
78009630120	Imparja Television Pty. Ltd.
92087981510	Birchip Cropping Group Inc
93644652135	Doodle Cooma Trading Centre
93645992221	FOLLOW FELIX LTD
96938670657	Warnbro Community And Family Centre Incorporated
11001794396	Bethel Christian School Limited
11002058127	Burrum Benevolent Society Inc
11002389746	St Peters Pre-School Ltd
11002595422	Chrysalis School For Rudolf Steiner Education Ltd
11005898251	The Dla Foundation Pty Ltd
11008484197	Australian Institute Of Company Directors
11019639609	Denzil Don Kindergarten Inc
11021947936	Yagoona Baptist Church
11031563484	The Trustee For The Balmain Parish St Johns - Acpt (1023)
11036231838	The Trustee For The Foundation For Imaging Research
11043348720	The Corporation Of The Synod Of The Diocese Of Brisbane
11049491846	THE TRUSTEE FOR BRAND FOUNDATION
11056475105	St Andrews Lutheran Church Corowa
11058759779	The Australian Viking Ships Museum Association Inc.
11066289464	The Corndale Hall Inc.
11068446688	Koongie Elvira Aboriginal Corporation
11071850028	St Andrews Anglican Church Lane Cove
11076178673	Dolphin Common Equity Rental Housing Co-Operative Ltd
11078672755	The Parents & Friends Association Of Kincoppal Rose Bay
11079627713	Alliance of Girls' Schools (Australasia) Ltd
11079815697	Little Company Of Mary Health Care Limited
11081630729	Uca - Grahamstown Multicentre Congregations
11083080403	Volunteer Fire Brigades Victoria Inc
11083216579	Parish Of The Nativity
11083428729	Anglican Parish Of Swanbourne-Mount Claremont
11083730778	St Vincent's Foundation Pty Limited
11086103323	Anglican Parish of Bull Creek - Leeming
11088061023	The Trustee For Australian Research Theology Foundation
11089865184	Narellan Public School P&C Assn
11092150879	Nyahwest Uniting Church Council
11095489197	UCB ASIA Pacific Limited
11103755139	Musicals Australia Ltd
11104705642	The Australian Voices Ensemble Limited
11106906423	Seventh-Day Adventist Schools (Victoria) Limited
11107436811	Christ Church Mortdale
11112491556	The Australian Chinese Medical Associa Tion (Sa) Incorporated
11114688541	Australian Business And Community Network Limited
11116159701	Uniting Church Australia - Jannali
11125425069	Aged Care Services 26 (Bayview) Pty Ltd
11127864935	The Baptist Union Of Queensland - Cooktown
11128866419	Community Foundations Australia Ltd
11129790467	Doxa Community Club Incorporated
11130433288	Hands On Learning Australia
11131047268	MAS National Limited
11131264926	St Stephens Anglican Church Greythorn
11132125120	Kalamunda Church Of Christ Incorporated
11134856132	Riverland Support Group For The Disabled Inc
11140054468	VETEA FOUNDATION LIMITED
11141476364	Bundoora Extended Care Centre Preston Auxiliary
11142285716	Biripi Aboriginal Corporation Medical Centre
11146359104	Plumbing Industry Climate Action Centre (Picac) Ltd
11146804668	Carbon Market Institute Limited
11157982091	The Corporation Of The Synod Of The Diocese Of Brisbane
11165171840	Baptist Church Altona
11165256436	The Legacy Foundation Of Victoria Inc
11165869061	Mallacoota RSL Sub-Branch Patriotic Fund
11165944105	Catholic Secondary Schoolgirls' Sports Association Ltd
11166137748	STAND4SALONE LIMITED
11168089870	Change Futures Ltd
11189492560	St Ambrose Anglican Parish - Gilgandra
11192522543	St Christophers Anglican Church East Bentleigh
11199275853	University Of Southern Queensland Student Guild
11206474166	Fearless Futures Inc
11206576755	SOLID MEN INCORPORATED
11207392026	Hawkesbury Heart Start Incorporated
11209481513	St Andrew's Anglican Church Wahroonga
11213238190	Association Of The Franciscan Ofm Slovene Mission
11214619396	Pitjantjatjara Yankunytjatjara Education Committee Aboriginal Corporation
11214967027	St Gabriels School For Hearing Impaired Children
11216142170	UCA - Unitingcare St Matthews Preschool
11221014249	The Trustee for The Peter Hugall Foundation
11226221388	Crescent Head Community Hall Committee
11228305254	The Corporation Of The Diocesan Synod Of North Queensland
11236149710	Belfield RSL sub-Branch (RSL NSW)
11246123715	C A Camps Trust
11248418710	Bonnet Bay P&C Association
11252634894	Inglewood-Bridgewater RSL Sub-Branch Patriotic Fund
11260987026	HIGHFIELDS PIONEER VILLAGE MUSEUM AND PARK INC
11262640922	The Corporation of the Synod of the Diocese of Brisbane - St Luke's Anglican School
11263154159	The Corporation Of The Synod Of The Diocese Of Brisbane
11267572742	Presbyterian Church Of Australia Inthe State Of New South Wales Parishguya Wandsworth
11274192974	University Of Melbourne Graduate Student Association Inc
11274684817	Uca - Sherwood
11277507106	Chinese Presbyterian Church Incorporated
11278363724	The Trustee For Estate Of Cecilia Button
11284486514	AGUCON NOT-FOR-PROFIT CHARITY ORGANISATION INCORPORATED
11285126970	The Trustee For Russell Mckimmin Charitable Trust
11291711287	Grafton South Congregation of Jehovah's Witnesses
11296525689	Tamanna
11299736811	The Roman Catholic Archbishop Of Perth-Beaconsfield Parish
11300672506	Nagambie Rsl Sub-Branch
11301552846	Victoria's Heritage Restoration Fund Inc
11303610911	Eschol Park Public School P&C Association
11308202509	Sandy Bay Senior Citizens Club Inc
11311421406	The Trustee For The Thomas Memorial Fund
11311764284	Blacktown Church Of Christ
11317538056	St Anthony's Catholic School
11321413690	Gungyah Ngallingnee Aboriginal Corporation
11321984065	ACPT - Belmore with McCallums Hill & Clemton Park
11325724500	Vivian Genevieve Weaver Library Fund Trust
11326046447	VICTORY COMMUNITY CHURCH INC
11328366859	The Gwen & Edna Jones Foundation
11330868226	Christ Lutheran Church Wudinna
11339249064	Walgett Local Aboriginal Land Council
11339370677	Uca - Winchelsea
11342479894	The Whibley Family Charitable Trust Foundation
11342844238	Harrietville Television Committee Inc
11345673368	The Goldfields Indigenous Housing Organ Inc.
11346132066	Kashrus Australasia Incorporated
11346174035	Ecumenical Social Justice Group / Western Suburbs Inc
11355603083	St Mary Mackillop Kindergartens
11368296901	Hornsby Presbyterian Church
11370077815	Toowong Mandarin Congregation of Jehovah's Witnesses
11370084009	Immanuel Lutheran School Gawler Association Incorporated
11376089527	Maida Vale Baptist Community Service Inc.
11387942042	Gundoo Aboriginal Corporation
11388219100	Bible Foundation Church Mandurah
11391123964	The Roman Catholic Archbishop Of Perth Willetton Catholic Parish
11391301149	Greek Orthooox Archdiocese Ofaustralia Parish Of Coburg And Pascoevale
11393286556	The Trustee For Rotary International District 9455 Youth Exchange Scholarship Trust Fund
11397753037	Belair Uniting Church
11398472268	Society for Orphaned Armenian Relief (SOAR) - Sydney Incorporated
11400162559	Sydney Assembly Hall of Jehovah's Witnesses
11400479679	School Of Distance Education P&C Bourke
11400505189	South Eastern Nursing & Home Care Assn Inc
11401466956	Catholic Parish Of St Benedict Broadway
11403204077	Ballymore Kindergarten & Preschool Association Inc
11403509906	St Marys Catholic Church
11403715678	Sunnybank Wesleyan Methodist Church
11403984944	VOF Charity Incorporated
11407494755	Gr8Motive Aboriginal and Torres Strait Islander Corporation
11408712272	Thirlmere Public School Parents And Citizens Association
11411628568	Uca - Southern Gold Coast
11413745482	Southern Eyre Arts Incorporated
11416414259	Butchers Creek Hall Association Incorporated
11424274834	Bradfordville P & C Association
11429394461	Fairfield Christian Family
11435026358	Brothers of St John of God Provincial Office
11435957518	IHOP Linking the Islands Trust Fund
11437953196	Carlisle Filipino Congregation of Jehovah's Witnesses
11443064118	The Parish Of St John The Evangelist Epping
11452411243	The Trustee For Mid Richmond Education Fund
11453217641	MENTONE RSL SUB-BRANCH PATRIOTIC FUND
11453873584	Atlas of Life in the Coastal Wilderness Incorporated
11460996012	Bendigo Diocesan Trusts Corporation
11461295878	Palmdale Trust
11469675621	The Trustee For L J Spriggs Memorial Award
11472476854	Springwood Rsl Sub Branch The Returned And Services League Of Australia New South Wales Branch
11473481983	Permaculture Sydney South Incorporated
11475829536	The Philanthrope Foundation
11477560139	The Every Life Matters (ELM) Network
11478617475	St Finbar's Catholic Church Brighton East
11479200346	The Corporation Of The Diocesan Synod Of North Queensland
11481404296	HERMANNSBURG POTTERS ABORIGINAL CORPORATION
11491151011	Catholic Parish Of Holy Cross Helensburgh
11496263892	The Wahroonga Foundation
11496421524	Willows Presbyterian Church
11499648774	Australian National University Pre School & Child Care Centre
11504332761	St Brendans Catholic Primary School Lake Munmorah
11506781170	Alstonville High School P&C Assn
11512629602	Broadford Presbyterian Church
11513202510	The Corporation Of The Synod Of The Diocese Of Brisbane
11513266942	CENTENNIAL COMMUNITY INITIATIVE INCORPORATED
11513626906	The Trustee For The Frances Elizabeth Thomson Trust
11522518811	Mandurah Lotteries House Inc
11526445815	Camberwell Baptist Church Kindergarten
11527622696	Regional Development Australia - Riverina
11530728436	Curtin Primary School Parents and Citizens Association Incorporated
11538175792	Uca - Hutchinson Close
11539434581	One Mob Fellowship Wesleyan Methodist Church
11541215706	Our Lady Of The Rosary Catholic Church St Marys
11543473360	PARAMI DHAMMA CENTRE INCORPORATED
11546046875	Ariah Park Showground Trust
11548623739	New Norfolk Congregation of Jehovah's Witnesses
11552612368	International Full Gospel Fellowship Gereja Injil Seutuh International Victoria Inc
11552937411	THE TRUSTEE FOR THE SILBERSCHER FAMILY FOUNDATION
11557605603	Uniting Church In Australia Burnie Parish
11560831935	Esperance Enterprises
11565916796	CLOUD PILLAR MISSION CENTRE INCORPORATED
11566155865	Mid North Coast Indigenous Broadcasters Association (Aboriginal Corporation)
11566496319	Australian National Capital Artists Inc
11568363580	The Lutheran Laypeople's League School Building Fund
11569401714	Igreja Evangelica Assembleia De Deus Ministerio Do Belem Inc
11570559592	Holy Spirit Parents And Friends Asssociation
11573283671	Good Day Bread for Life Australia
11575267069	Telopea Korean Congregation of Jehovah's Witnesses
11585217838	Beaudesert Congregation of Jehovah's Witnesses
11586072130	Holy Eucharist and St Mary's Malvern East
11588685805	GOSPEL BAPTIST CHURCH AUSTRALIA
11593129918	Kyogle Congregation of Jehovah's Witnesses
11593458271	The Trustee For Marcus De Vedas Estate
11593743828	Charity And Volunteering Vietnam Brisbane Association
11593810448	The Peggy Motherstone Charitable Trust
11595120337	Abundant Life Church Incorporated
11595639789	STOCKTON PUBLIC SCHOOL P&C
11596870407	X-Border Ministry Incorporated
11600392443	Pakana Services Ltd
11602416697	WA Primary Health Alliance Limited
11603822593	Illaroo Co-operative Aboriginal Corporation
11605302663	Australians at Pozieres Limited
11605454144	Cyber Security Research Centre Limited
11606463884	Mount Barker And Districts Agricultural Society Inc
11607036948	Ramsay Hospital Research Foundation Ltd
11608424862	Aberdeen & Co Limited
11609278677	Money Mob Talkabout Limited
11610667304	Green Crescent Aged Care Limited
11612484198	ECOllaboration Ltd
11615760465	INDIE FILMMAKER INCORPORATED
11616062714	Australian Catholic Safeguarding Limited
11616332444	Purpose Real Estate Ltd
11618758491	IMOVE AUSTRALIA LTD
11619463828	Kingaroy Lodge Inc
11622576453	Cornella Local Area Plan Implementation Committee
11625157923	The Trustee For Charles Gellion Bequest
11625671026	Blackwood Gospel Trust
11625706649	The Junction Clubhouse Cairns Limited
11626010556	Kalbarri Kindergarten Inc.
11626159439	White Caravan Foundation Limited
11628846717	Ulladulla Residential Services Incorporated
11629077637	Holy Apostolic Catholic Assyrian Church Of The East
11629984292	Centre for Academic Research and Education Limited
11630278278	CHURCH MISSION ENTERPRISES LIMITED
11635128942	HUNGERZERO LTD
11635378627	Gunnedah Congregation of Jehovah's Witnesses
11637095697	CATHOLIC CEMETERIES BOARD LTD
11637820583	MCCALL GARDENS COMMUNITY SERVICES LIMITED
11637998880	Bass Coast UC Ltd
11638541613	The Trustee For Liverpool Catholic Club Charitable Trust
11639808334	BARNGARLA: HELP US HAVE A SAY ON KIMBA PTY LTD
11643181962	ALL IN THE MIND.. A CRAIG HANNAM FOUNDATION LIMITED
11643616608	Wallum Action Group Inc
11645211310	WALKING INDEPENDENT LTD
11648394334	MAHAYOGA CHARITY LIMITED
11648400355	AUSTRALIAN CYSTINOSIS FOUNDATION LTD
11649178414	THE WELL-BEING VILLAGE PROJECT LIMITED
11649372814	KHALSA SHAOUNI HELPING HAND LTD
11651989097	Hope East Church Australia
11652673553	PEOPLEKIND GROUP LTD
11654271235	ISEE CHURCH AUSTRALIA LIMITED
11654448263	EXCELSIA PRODUCTIONS LIMITED
11659529852	THE AGED CARE FOUNDATION LTD
11660367359	88 DEGREES SOUTH LTD
11660949771	BEING GENEROUS LTD
11664573841	Warrnambool Church Of Christ
11670994112	Rocky Mouth Productions Incorporated
11672023346	The Trustee For Giles Pannon Dalgliesh Fund
11676473146	Yandeyarra Pastoral Aboriginal Corporation
11677180730	Goondiwindi Meals On Wheels Service Inc
11678438622	Breakwater Preschool Centre Inc
11682476849	Greek Orthodox Archdiocese Of Aust East Keilor Ladies Auxiliary
11682631501	Catholic Parish Of Felix De Valois Bankstown
11683319304	Yamba Public School Parents and Citizens' Association
11691631556	Peninsula And Chelsea Kindergarten Teachers Association Inc
11694817826	Amangarra Aboriginal Corporation
11697518366	Psalmody International Inc
11705860022	Presentation Society of Australia and Papua New Guinea
11711326268	The Trustee For Mildred Tanner Estate
11721615402	The Trustee For Roy O & Constance M Young Trust
11722032767	BENTECH ASSISTIVE TECHNOLOGIES INC
11724267061	The Lutheran St Peters Church Of Greenock Inc
11727363928	Australian Association Of Constitutional Law
11734671716	The Friends Of Perth College Inc
11739129033	Silverlea Inc
11743131513	Uca - Wedderburn Parish
11745507928	Arnhem Northern and Kimberley Artists Aboriginal Corporation - ANKA
11746474836	FATEH FOUNDATION INCORPORATED
11753464251	East Brunswick Kindergarten and Childcare Centre Incorporated
11759339591	Stuartholme Sacre Coeur Associaton
11765184896	Jeparit Agricultural And Pastoral Society Inc
11768299692	The Margaret Henderson Music Trust
11772492733	The Australian Baby Box Project Inc.
11773709466	Good Shepherd Lutheran Church Hallett Cove
11781477447	Queensland Council Of Social Service Ltd
11787986073	Chisholm Pastoral Region
11795377992	Anglican Parish Of Yarrawonga
11812664143	The Trustee For The Grail Movement Of Australia
11812883534	Kunawarritji (Aboriginal Corporation)
11812884150	The Trustee for the ACPT - Guildford with Villawood Trust
11813361024	Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Francis Xavier Primary Lake Cargelligo Parents And Friends Association
11813767212	NATURE EDUCATION CENTRE INCORPORATED
11825966870	Red Chief Local Aboriginal Land Council
11826188993	Innawonga Aboriginal Corporation
11828343405	The Robert Anchor Cancer Foundation Inc.
11832585277	Clifton Hill Baptist Church
11835071529	Relationships Australia Inc
11842804966	Oatlands Catholic Parish
11847238610	The Trustee For Maurice Goldstein Charitable Trust
11852749072	Roman Catholic Trusts Corp For The Diocese Of Ballarat
11855673895	CASR Patient Support
11857117035	Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Murrumburrah/Harden
11857307720	Christian Brothers College Adelaide
11857749742	Young District Anglican Ministry
11860405511	The Trustee for Ethel Paxton Trust Fund
11862006896	VILLAGE SCHOOL ASSOCIATION INC
11867258483	MOBILITY AND ACCESSIBILITY FOR CHILDREN IN AUSTRALIA LIMITED
11867269288	Anglican Church Of Australia Parish Of Corowa
11867618398	Yerong Creek Parents And Citizens Association
11869432798	The Trustee For The Daryl Cohen Family Charitable Trust
11869627695	Deniliquin South Public School P&C Assoc
11869714981	NQ Starshine Inc
11871409436	Lutheran Church Of Australia Queensland District (Lutheran Community Care)
11872527490	Inannas House Incorporated
11876040368	Greenhouse Church Long Jetty
11876701096	Uca - Taroona
11877656513	Ngaringga Ngurra Aboriginal Corporation
11893568946	BLUEWATER BRUMBIES INC.
11895005109	Griffith City Room Gospel Trust
11895802608	Southern Lights Church Whyalla Incorporated
11897576643	C Mead Trust
11900226368	The Miller Foundation
11900453908	YOUTH WITH A MISSION (PERTH) INCORPORATED AS THE OPERATOR OF A PBI
11902907409	St Peter Chanel Catholic School
11906487695	Seymour Baptist Fellowship
11906723848	Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Campbell
11916913870	Uca - Camperdown
11921314341	Terry and Maureen Hopkins Foundation
11928572940	Sunbury Neighbourhood House Inc
11932095964	Scarborough public school p and c
11939987352	Uca - Presbytery Of Georges River
11943299166	The Basin Community House Inc
11945172329	Woonona Public School P&C Association
11946049764	Oatlands Community Association Inc.
11952289243	The Anglican Parish Of Kapunda
11952841906	Mount Evelyn Presbyterian Church
11955042908	Bundi Yamatji Aboriginal Corporation
11956700908	Goulburn Murray Lutheran Parish
11959851263	THE EASTERN SYDNEY ISLAMIC WELFARE SERVICES INCORPORATED
11960188994	IYORIA ABORIGINAL CORPORATION
11960744671	Gethsemane Charity Incorporated
11963231797	Mac Silva Centre Aboriginal Corporation
11968386314	Contemporary Veterans Support Program
11970069024	Saving Sammy Incorporated
11972379554	Talbot Action Incorporated
11974798673	Uniting Church In Australia Glenelg - St Andrews
11981168448	Corrimal RSL sub-Branch (RSL NSW)
11981935286	The Trustee For John And Connie Kennedy Charitable Trust
11983090271	Leichhardt Out Of School Hours Care
11984191833	The Brisbane Dialogues Inc.
11988241202	Healthy Rivers Dubbo
11989448576	Trustees Of The Roman Catholic As Trustee For All Hallow's Gulgong
11993233253	Follow Baptist Church
11993716218	WA Rockability Group Ltd
11994782108	Wesley College Foundation Scholarship Fund
12000767251	THE DIOCESE OF THE ARMENIAN CHURCH OF AUSTRALIA & NEW ZEALAND (PROPERTIES) LTD
12002885412	Blue Mountains Christian Education Association Limited
12006692039	Australian And New Zealand Cultural Arts Limited
12007032266	The Trustee For Mark Mitchell Research Foundation
12008514912	Royal National Capital Agricultural Society
12010568251	Nexus Church Property Ltd
12019596365	Our Lady Of Hope School
12020693893	The Trustee For The Mona Georgina Harris Perpetual Charitable Trust
12020797087	Waverley Community Learning Centre Inc
12021024389	Gagudju Association Inc.
12026621733	Lifesource Church Incorporated
12032211683	Catholic Parish Of St Marys Casino - St Marys Primary School
12038481148	Gladstone Presbyterian Church
12038516658	Harrington-Crowdy Head RSL sub-Branch (RSL NSW)
12038736601	Life Love & Health Inc
12039919811	Church Property Trust - Lord Howe Island - Ivy Green
12053879016	St Andrews Anglican Church Sans Souci
12058702037	Bundaberg Revival Fellowship
12059639293	The Anglican Parish Of Hamilton
12064068530	St Philip's Anglican Church Eastwood
12068072068	The Trustee For Sister M Winning
12068206140	Melbourne Fatima Centre
12070059586	Glasser Australia
12076595072	St Andrew's Medical Institute Foundation Limited
12076978407	Hawthorn Presbyterian Church
12077687837	Rissalah College Limited
12077999261	Australian Paediatric Orthopaedic Society Ltd
12078081848	Australian College Of Rural And Remote Medicine
12084757717	THE NEIL JAMES GRANT BEQUEST TRUST
12088948954	Presbyterian Church Of Aust In The State Of NSW Parish Of Hawkesbury
12088954419	Kyabram Hospital Auxilliary
12089151195	The Trustee For The Robert Fabris Charitable Trust
12089613748	Klimionok Ministries International
12094364193	Catholic Womens League Archdiocese Of Brisbane
12095165558	Australian Wool Innovation Limited
12095876323	Re-Engineering Australia Foundation Ltd
12099005704	Power Assist
12099399623	Arden Parents & Friends Association
12099570571	MARANATHA MINISTRY INCORPORATED
12100506671	The Trustee For The Amoha Foundation
12100830153	Ovcare National Cancer Centre
12101035040	Inglewood Primary School Parents And Citizens Assoc Inc Building Fund
12105209704	El Brown Estate
12109065315	The Trustee For The Australian Student Christian Movement Trust
12116512007	The Trustee For Melb Rotary Club Fund
12118593561	Rex Theatre Museum Ltd
12126757939	The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Carroll College
12127651181	DM Rescue
12130791329	INDIGENOUS MINING SERVICES PTY LTD
12132337862	The Roman Catholic Archbishop Of Perth Vietnamese Catholic Community In Western Australia Inc
12133421324	Professor Caroline Taylor Foundation
12137866906	Pitjantjatjara Bible Translation Project - Godaku Tjukurpa Tjunkupai I
12140233910	Emu Heights Public School P&C Assn
12141611234	Melbourne Indigenous Transition School
12141698956	Lutheran Church Of Australia - Queensland District (Lutheran Community Care)
12142105771	Health Education Australia Limited
12144699774	The Trustee For The R E Walker Scholarship Fund
12144783728	Association Of Australian Medical Research Institutes Limited
12144851126	The Trustee For Rotary Club Of Albury Foundation
12146982452	Australia And New Zealand Child Neurology Society Limited
12147464698	Lifeline & Youthline Incorporated
12147595929	World Day Of Prayer Australia New South Wales Committee
12148246851	Eastern Area Multiple Birth Association Inc.
12152039573	Merri Common Equity Rentalhousing Co-Operative Ltd
12155976319	ACF - Australian Care Foundation Limited
12156662314	First Voice Australia
12158433848	Coal City Christian Church Ltd
12164177931	The Difference Incubator Ltd
12165302125	LOINSW Fund Limited
12166294056	FOSTERING OUR UMMAH INCORPORATED
12169986182	Lakes Entrance Aboriginal Health Association Inc
12170022583	JUNEE BAPTIST CHURCH
12174542998	Christian Science Committee On Publication Victoria
12177965157	Lismore And District Financial Counselling Service Incorporated
12179262653	The Trustee For The Mary Thomson Memorial Scholarship Trust
12185623199	Driftability Incorporated
12186911645	Tamil Senior Citizens Assocation Housing Sub Committee
12187447023	The Trustee For Samuel Laurie & Eileen Fanny Gluyas Trust
12188171811	Dareton Local Aboriginal Land Council
12194288234	Aboriginal Prisoners and Offenders Support Services Aboriginal Corporation
12196577256	Church Property Trust - St Michaels Sydney Ordinance 1994
12197380085	Catholic Parish St Canice Elizabeth Bay
12197400341	Daarul Quraan Victoria
12197873979	Steiner Education Foundation
12201708163	The Trustee For The Hugh D T Williamson Foundation Trust
12204041519	Mayflower Preschool Kindergarten
12206193144	The Trustee For Petersen Family Foundation
12208377881	Ychalal Foundation
12208406096	Birchip RSL Sub-Branch Patriotic Fund
12217339629	Queenstown Citizens Club Inc.
12220363629	Samford Farmers Hall
12221528582	Leonora Aboriginal Corporation
12223562136	Sacred Heart School Board Of Management Geeveston
12224669460	Nharangga Aboriginal Progress Association
12226452826	The Gowrie (Qld) Inc.
12231911422	Planet X Housing Co-Operative Ltd
12231977280	THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION
12233285694	Brompton Children's Centre Inc
12234347734	Bidwell-Maap Aboriginal Corporation
12234568600	History Queensland Inc.
12236987800	BONDI PUBLIC SCHOOL P&C ASSOCIATION
12239671805	Church Of Christ Pendle Hill
12241084736	Ermington Gospel Trust
12241476576	The Trustee for THE TRINITY GRAMMAR SCHOOL FOUNDATION SCHOLARSHIP TRUST
12245566132	St John's Lutheran Church Geelong
12248231426	Catholic Parish Of St Peter The Fisherman Camden Haven
12258246147	Peace Presbyterian Church
12259373516	Saint Giles Anglican Church Greenwich
12263432502	Homily Fellowship Wesleyan Methodist Church
12266347940	UCA - Sydney Rotuman Congregation
12270122993	Uniting Church In Australia Wakefield Parish
12274345626	Hamilton Pastoral & Agricultural Society Inc.
12274568225	ACPT - Sadleir Trust
12280540576	Toowoomba Community Access Assn Inc
12286724219	Christian Women Communicating Intl In Aust
12287735240	NATIONAL HOME MISSION FUND OF THE ANGLICAN CHURCH OF AUSTRALIA AS THE OPERATOR OF A PBI
12290272980	Saint John Of God Hospital Auxiliary
12290854684	Regional and Remote Indigenous Services Trust
12296585942	Helen Denise Jones OAM Arts Bursary
12297830626	Coomealla High School Parents and Citizens Association Inc.
12319917371	The Trustee For The Valasi Bleazard Memorial Scholarship
12324862653	Derwent Valley Police & Community Youth Clubs Inc
12328206646	Lakes Entrance Baptist Church
12338534012	Macleay Valley Coast Diabetes Group Incorporated
12345691733	CFN Association Inc.
12353562686	Ac Macbean Estate
12356254252	Alfred Healthcare Trustsa C H Power Scholarship
12356692791	SINGLETON DISTRICT COMMUNITY OP SHOP INC
12357811650	St Aloysius College Community
12359726501	Glenmoy Avenue Gospel Trust
12359831914	Refrigerant Reclaim Australia Trust
12363650411	Edmonton Congregation of Jehovah's Witnesses
12366124831	The Steele Family Charitable Trust
12367801510	Anglican Parish Of Westmeadows/Bulla
12373303413	Huon She Shed, Inc
12375462554	Cromwell College
12376130955	Trustee for Solowiejczyk Charitable Foundation
12379854509	The Trustee for The KBAM Charitable Trust
12382887106	The Trustee for SAARBAN ISLAMIC TRUST MARSDEN PARK
12389457577	Friends Of Stony Creek
12391251873	Vietnam Legion Veterans Association Capricorn Coast Incorporated
12393238733	Dominican Fathers
12396012503	Werribee Gospel Trust
12396788687	The Basin Theatre Group Inc
12404098705	RELIEF FOR KIDS INC
12413048401	The Trustee for Christian Brothers College Adelaide Educational Scholarship Fund
12414543493	Evangelical Lutheran Congregations Of The Reformation
12418043471	The Trustee For Lithgow Gospel Trust
12420341031	Warialda P & A Assn Inc
12426779661	Marta Marta Aboriginal Corporation
12428866400	Murputja Homelands Council (Aboriginal Corporation)
12435373707	The Trustee For The Australian Gas Industry Trust
12437418228	Nillirr Irbanjin Aboriginal Corporation
12451824370	Chairo Parent Governed Christian Education Limited
12459786972	The Community Of The Holy Name
12465259073	The Rigg Memorial Trust Fund
12465631754	Anglican Parish Of Berridale & Snowy Mountains
12469087112	The Trustee For Gkb Foundation
12474556863	Wilsonton Glencoe Lutheran Parish
12475167155	Tully Congregation of Jehovah's Witnesses
12475392896	Hassall Grove Public School Parents & Citizens Association
12477852683	NHW Pennydale Incorporated
12487582597	SUNSHINE RSL SUB-BRANCH PATRIOTIC FUND
12490341733	The Trustee For Dorothy Ealanor Seary Estate
12494379955	Uca - Swan View Uniting Church
12494922305	Ngulingah Local Aboriginal Land Council
12498962347	Katanning Baptist Church
12499095112	Joblink Plus Limited
12509914373	Mount Gravatt Congregation of Jehovah's Witnesses
12514839821	Berrabri Pre School Association Inc
12516756556	Australian Council Of Stoma Associations Incorporated
12516948861	Bundaberg Regional Friends Of The Library
12516959828	Wyndham Common Equity Rental Housing Co Operative Ltd
12518866536	Light Community Baptist Church
12518979380	Smithfield Congregation of Jehovah's Witnesses
12520407534	J Askew Estate
12525707369	The Trustee For Tiwi Plantations Corporation Trust
12534505930	Canterbury Girls' Secondary College Foundation
12535893514	International Clinical Skills Foundation Incorporated
12543713669	The Trustee For The Doepke Foundation
12547316933	Laidley Congregation of Jehovah's Witnesses
12547402345	The Trustee For St Patricks Cathedral Melbourne Music Trust
12561853323	AL IKRAM FUNERAL SERVICES INCORPORATED
12566880561	Gateway 2015 Properties Trust
12566946365	The Australian Cartoon Museum Inc
12568312344	Blue Mountains Gospel Trust
12571235380	Ccc Westside Sydney Inc
12574026267	The Philip Alfred Archer Trust
12576862191	Beacon of Hope Foundation
12578251929	Killarney Heights High School P&C Assn
12581381677	Returned And Services League Of Australia (Qld Branch) Beenleigh & District Sub Branch Inc
12584284291	The Trustee For Thomas Joseph Kelly Estate
12586500197	Peace Evangelical Lutheran Church Tanunda
12587841304	The Evangelical Lutheran Saint Johns Church Of Downfall Creek
12588600538	Cancer Care Support Australia Incorporated
12591531723	NORTHERN TERRITORY SHELTER
12591727656	Evangelical Presbyterian Church
12602293587	Diggers Rest @ Quails Ridge Pty Ltd
12602946458	Worship Canvas Ltd
12603382519	Tooleybuc Pre-School Association Incorporated
12605045967	Lenno Footprint Foundation Limited
12606130045	HOME GROWN MUSICALS (AUS) LTD.
12609147089	Circular Head Catholic Parish
12610264123	St Lukes Lutheran Church Crows Nest
12614135787	The King David School ELC Limited
12614531408	The Trustee For Reddie Arthur Daniel Estate
12616455941	Good Old Days Working Farm Museum Inc
